kode_standar;nama_standar;tipe;kelompok
1.1.7.02.02.05.003;Pipa Fiber Glass Lainnya;SSH;1
1.1.7.02.02.06.001;Pipa Plastik Pvc;SSH;1
1.1.7.02.02.06.002;Upvc Fitter;SSH;1
1.1.7.02.02.06.003;Pipa Plastik Pvc (Upvc) Lainnya;SSH;1
1.1.7.02.02.07.001;P I P A Lainnya;SSH;1
1.1.7.03.01.01.001;Komponen Jembatan Baja Bekas;SSH;1
1.1.7.03.01.01.002;Komponen Jembatan Pratekan Bekas;SSH;1
1.1.7.03.01.01.003;Komponen Peralatan Bekas;SSH;1
1.1.7.03.01.01.004;Attachment Bekas;SSH;1
1.1.7.03.01.01.005;Kotak Dan Bilik Suara;SSH;1
1.1.7.03.01.01.006;Komponen Bekas Lainnya;SSH;1
1.1.7.03.01.02.001;Pipa Air Besi Tuang Bekas;SSH;1
1.1.7.03.01.02.002;Pipa Asbes Semen Bekas;SSH;1
1.1.7.03.01.02.003;Pipa Baja Bekas;SSH;1
1.1.7.03.01.02.004;Pipa Beton Pratekan Bekas;SSH;1
1.1.7.03.01.02.005;Pipa Fiber Gelas Bekas;SSH;1
1.1.7.03.01.02.006;Pipa Plastik Pvc (Upvc) Bekas;SSH;1
1.1.7.03.01.02.007;Pipa Bekas Lainnya;SSH;1
1.1.7.03.01.03.001;Komponen Bekas Dan Pipa Bekas Lainnya;SSH;1
1.3.1.01.01.01.001;Tanah Bangunan Rumah Negara Golongan I;SSH;1
1.3.1.01.01.01.002;Tanah Bangunan Rumah Negara Golongan Ii;SSH;1
1.3.1.01.01.01.003;Tanah Bangunan Rumah Negara Golongan Iii;SSH;1
1.3.1.01.01.01.004;Tanah Bangunan Rumah Negara Tanpa Golongan;SSH;1
1.3.1.01.01.01.005;Tanah Bangunan Mess/Wisma/Asrama;SSH;1
1.3.1.01.01.01.006;Tanah Bangunan Peristirahatan/Bungalaow/Cottage;SSH;1
1.3.1.01.01.01.007;Tanah Bangunan Rumah Penjaga;SSH;1
1.3.1.01.01.01.008;Tanah Bangunan Rumah Lp;SSH;1
1.3.1.01.01.01.009;Tanah Bangunan Rumah Tahanan/Rutan;SSH;1
1.3.1.01.01.01.010;Tanah Bangunan Flat/Rumah Susun;SSH;1
1.3.1.01.01.01.011;Tanah Kaveling Tanah Matang;SSH;1
1.3.1.01.01.01.012;Tanah Bangunan Perumahan/G.Tempat Tinggal Lainnya;SSH;1
1.3.1.01.01.02.001;Tanah Bangunan Pasar;SSH;1
1.3.1.01.01.02.002;Tanah Bangunan Pertokoan/Rumah Toko/Koperasi;SSH;1
1.3.1.01.01.02.003;Tanah Bangunan Gudang;SSH;1
1.3.1.01.01.02.004;Tanah Bangunan Stasiun Kereta Api;SSH;1
1.3.1.01.01.02.005;Tanah Bangunan Bioskop;SSH;1
1.3.1.01.01.02.006;Tanah Bangunan Hotel/Penginapan/Motel;SSH;1
1.3.1.01.01.02.007;Tanah Bangunan Terminal Darat;SSH;1
1.3.1.01.01.02.008;Tanah Bangunan Terminal Laut;SSH;1
1.3.1.01.01.02.009;Tanah Bangunan Terminal Udara;SSH;1
1.3.1.01.01.02.010;Tanah Bangunan Gedung Kesenian;SSH;1
1.3.1.01.01.02.011;Tanah Bangunan Gedung Pameran;SSH;1
1.3.1.01.01.02.012;Tanah Bangunan Gedung Pusat Perbelanjaan;SSH;1
1.3.1.01.01.02.013;Tanah Bangunan Apotik;SSH;1
1.3.1.01.01.02.014;Tanah Bangunan Garasi/Pool;SSH;1
1.3.1.01.01.02.015;Tanah Untuk Bangunan Ged.Perdagangan/Perusahaan Lainnya;SSH;1
1.3.1.01.01.03.001;Tanah Bangunan Industri Makanan;SSH;1
1.3.1.01.01.03.002;Tanah Bangunan Industri Minuman;SSH;1
1.3.1.01.01.03.003;Tanah Bangunan Industri Alat Rt;SSH;1
1.3.1.01.01.03.004;Tanah Bangunan Industri Pakaian/Garment;SSH;1
1.3.1.01.01.03.005;Tanah Bangunan Industri Baja/Besi/Logam;SSH;1
1.3.1.01.01.03.006;Tanah Bangunan Industri Pengemasan;SSH;1
1.3.1.01.01.03.007;Tanah Bangunan Industri Bengkel;SSH;1
1.3.1.01.01.03.008;Tanah Bangunan Industri Penyulingan Minyak;SSH;1
1.3.1.01.01.03.009;Tanah Bangunan Industri Kimia Dan Pupuk;SSH;1
1.3.1.01.01.03.010;Tanah Bangunan Industri Obat-Obatan;SSH;1
1.3.1.01.01.03.011;Tanah Bangunan Industri Semen;SSH;1
1.3.1.01.01.03.012;Tanah Bangunan Industri Batu-Bata/Batako;SSH;1
1.3.1.01.01.03.013;Tanah Bangunan Industri Genteng;SSH;1
1.3.1.01.01.03.014;Tanah Bangunan Industri Percetakan;SSH;1
1.3.1.01.01.03.015;Tanah Bangunan Industri Tekstil;SSH;1
1.3.1.01.01.03.016;Tanah Bangunan Industri Alat Olah Raga;SSH;1
1.3.1.01.01.03.017;Tanah Bangunan Industri Kendaraan/Otomotif;SSH;1
1.3.1.01.01.03.018;Tanah Bangunan Industri Persenjataan;SSH;1
1.3.1.01.01.03.019;Tanah Bangunan Industri Kapal Udara;SSH;1
1.3.1.01.01.03.020;Tanah Bangunan Industri Kapal Laut;SSH;1
1.3.1.01.01.03.021;Tanah Bangunan Industri Kereta Api;SSH;1
1.3.1.01.01.03.022;Tanah Bangunan Industri Keramik/Marmer;SSH;1
1.3.1.01.01.03.023;Tanah Untuk Bangunan Pabrik Es;SSH;1
1.3.1.01.01.03.024;Tanah Untuk Bangunan Industri Lainnya;SSH;1
1.3.1.01.01.04.001;Tanah Bangunan Kantor Pemerintah;SSH;1
1.3.1.01.01.04.002;Tanah Bangunan Pendidikan Dan Latihan;SSH;1
1.3.1.01.01.04.003;Tanah Bangunan Rumah Sakit;SSH;1
1.3.1.01.01.04.004;Tanah Bangunan Balai Sidang/Pertemuan;SSH;1
1.3.1.01.01.04.005;Tanah Bangunan Balai Nikah;SSH;1
1.3.1.01.01.04.006;Tanah Bangunan Puskesmas/Posyandu;SSH;1
1.3.1.01.01.04.007;Tanah Bangunan Poliklinik;SSH;1
1.3.1.01.01.04.008;Tanah Bangunan Laboratorium;SSH;1
1.3.1.01.01.04.009;Tanah Bangunan Fumigasi/Sterilisasi;SSH;1
1.3.1.01.01.04.010;Tanah Bangunan Karantina;SSH;1
1.3.1.01.01.04.011;Tanah Bangunan Bangsal Pengolahan/Pondok Kerja;SSH;1
1.3.1.01.01.04.012;Tanah Bangunan Kandang Hewan;SSH;1
1.3.1.01.01.04.013;Tanah Bangunan Bangunan Pembibitan;SSH;1
1.3.1.01.01.04.014;Tanah Bangunan Rumah Pendingin;SSH;1
1.3.1.01.01.04.015;Tanah Bangunan Rumah Pengeringan;SSH;1
1.3.1.01.01.04.016;Tanah Bangunan Stasiun Penelitian;SSH;1
1.3.1.01.01.04.017;Tanah Bangunan Gedung Pelelangan Ikan;SSH;1
1.3.1.01.01.04.018;Tanah Bangunan Pos Jaga/Menara Jaga;SSH;1
1.3.1.01.01.04.019;Tanah Bangunan Menara Pengawas/Tower/Lalu Lintas Darat,Laut,Udara;SSH;1
1.3.1.01.01.04.020;Tanah Bangunan Gedung Perpustakaan;SSH;1
1.3.1.01.01.04.021;Tanah Bangunan Gedung Pengujian Kelaikan;SSH;1
1.3.1.01.01.04.022;Tanah Bangunan Gedung Oceanorium/Ebservatorium;SSH;1
1.3.1.01.01.04.023;Tanah Bangunan Gedung Pemotongan Hewan;SSH;1
1.3.1.01.01.04.024;Tanah Bangunan Gedung Pembakaran Bangkai Hewan;SSH;1
1.3.1.01.01.04.025;Tanah Bangunan Perawatan Kereta Api (Depo);SSH;1
1.3.1.01.01.04.026;Tanah Untuk Bangunan Tempat Kerja Lainnya;SSH;1
1.3.1.01.01.05.001;Tanah Untuk Bangunan Sarana Olah Raga Tertutup;SSH;1
1.3.1.01.01.05.002;Tanah Untuk Bangunan Gedung Sarana Olah Raga Terbuka;SSH;1
1.3.1.01.01.05.003;Tanah Untuk Bangunan Gedung Sarana Olah Raga Lainnya;SSH;1
1.3.1.01.01.06.001;Tanah Untuk Bangunan Masjid;SSH;1
1.3.1.01.01.06.002;Tanah Untuk Bangunan Gereja;SSH;1
1.3.1.01.01.06.003;Tanah Untuk Bangunan Pura;SSH;1
1.3.1.01.01.06.004;Tanah Untuk Bangunan Vihara;SSH;1
1.3.1.01.01.06.005;Tanah Untuk Bangunan Klenteng/Kuil;SSH;1
1.3.1.01.01.06.006;Tanah Untuk Bangunan Krematorium;SSH;1
1.3.1.01.01.06.007;Tanah Untuk Bangunan Tempat Ibadah Lainnya;SSH;1
1.3.1.01.01.07.001;Tanah Persil Lainnya;SSH;1
1.3.1.01.02.01.001;Tanah Rawa;SSH;1
1.3.1.01.02.01.002;Tanah Danau/Situ/Embung;SSH;1
1.3.1.01.02.01.003;Tanah Tambak/Empang/Kolam Ikan/Akuarium;SSH;1
1.3.1.01.02.01.004;Tanah Waduk;SSH;1
1.3.1.01.02.01.005;Tanah Sawah Irigasi;SSH;1
1.3.1.01.02.01.006;Tanah Aliran Sungai;SSH;1
1.3.1.01.02.01.007;Tanah Muara;SSH;1
1.3.1.01.02.01.008;Daerah Aliran Sungai (Das);SSH;1
1.3.1.01.02.01.009;Daerah Sempadan Sumber Air;SSH;1
1.3.1.01.02.01.010;Tanah Basah Lainnya;SSH;1
1.3.1.01.02.02.001;Tanah Tegalan;SSH;1
1.3.1.01.02.02.002;Tanah Kosong Yang Sudah Diperuntukkan;SSH;1
1.3.1.01.02.02.003;Tanah Hasil Reklamasi;SSH;1
1.3.1.01.02.02.004;Tanah Kering Lainnya;SSH;1
1.3.1.01.02.03.001;Tanah Kebun Entres;SSH;1
1.3.1.01.02.03.002;Tanah Kebun Induk;SSH;1
1.3.1.01.02.03.003;Tanah Kebun Percobaan;SSH;1
1.3.1.01.02.03.004;Tanah Perkebunan Lainnya;SSH;1
1.3.1.01.02.04.001;Tanah Hutan Produksi;SSH;1
1.3.1.01.02.04.002;Tanah Hutan Cadangan;SSH;1
1.3.1.01.02.04.003;Tanah Hutan Lindung;SSH;1
1.3.1.01.02.04.004;Tanah Hutan Cagar Alam;SSH;1
1.3.1.01.02.04.005;Tanah Hutan Wisata;SSH;1
1.3.1.01.02.04.006;Tanah Hutan Taman Burung;SSH;1
1.3.1.01.02.04.007;Tanah Hutan Suaka Marga Satwa;SSH;1
1.3.1.01.02.04.008;Tanah Hutan Taman Nasional;SSH;1
1.3.1.01.02.04.009;Tanah Hutan Diklat;SSH;1
1.3.1.01.02.04.010;Tanah Hutan Lainnya;SSH;1
1.3.1.01.02.05.001;Tanah Tandus Berbatu-Batu;SSH;1
1.3.1.01.02.05.002;Tanah Tandus Bekas Tambang/Galian;SSH;1
1.3.1.01.02.05.003;Tanah Tandus Berpasir/Pasir;SSH;1
1.3.1.01.02.05.004;Tanah Tandus Pengambilan/Kuari;SSH;1
1.3.1.01.02.05.005;Tanah Tandus Lainnya;SSH;1
1.3.1.01.02.06.001;Tanah Padang Alang-Alang;SSH;1
1.3.1.01.02.06.002;Tanah Padang Rumput;SSH;1
1.3.1.01.02.06.003;Tanah Padang Semak Belukar;SSH;1
1.3.1.01.02.06.004;Tanah Padang Alang-Alang/Rumput Lainnya;SSH;1
1.3.1.01.02.07.001;Tanah Usaha;SSH;1
1.3.1.01.02.07.002;Tanah Pertanian Lainnya;SSH;1
1.3.1.01.02.08.001;Intan;SSH;1
1.3.1.01.02.08.002;Emas;SSH;1
1.3.1.01.02.08.003;Perak;SSH;1
1.3.1.01.02.08.004;Nikel;SSH;1
1.3.1.01.02.08.005;Timah;SSH;1
1.3.1.01.02.08.006;Uranium;SSH;1
1.3.1.01.02.08.007;Tembaga;SSH;1
1.3.1.01.02.08.008;Minyak Bumi;SSH;1
1.3.1.01.02.08.009;Batu Bara;SSH;1
1.3.1.01.02.08.010;Koslin;SSH;1
1.3.1.01.02.08.011;Batu Bara Berharga;SSH;1
1.3.1.01.02.08.012;Pasir Berharga;SSH;1
1.3.1.01.02.08.013;Tanah Pertambangan Lainnya;SSH;1
1.3.1.01.02.09.001;Tanah Non Persil Lainnya;SSH;1
1.3.1.01.03.01.001;Tanah Lapangan Tenis;SSH;1
1.3.1.01.03.01.002;Tanah Lapangan Basket;SSH;1
1.3.1.01.03.01.003;Tanah Lapangan Badminton/Bulutangkis;SSH;1
1.3.1.01.03.01.004;Tanah Lapangan Golf;SSH;1
1.3.1.01.03.01.005;Tanah Lapangan Sepak Bola;SSH;1
1.3.1.01.03.01.006;Tanah Lapangan Bola Volly;SSH;1
1.3.1.01.03.01.007;Tanah Lapangan Sepak Takraw;SSH;1
1.3.1.01.03.01.008;Tanah Lapangan Pacuan Kuda;SSH;1
1.3.1.01.03.01.009;Tanah Lapangan Balap Sepeda;SSH;1
1.3.1.01.03.01.010;Tanah Lapangan Atletik;SSH;1
1.3.1.01.03.01.011;Tanah Lapangan Softball;SSH;1
1.3.1.01.03.01.012;Tanah Lapangan Hockey;SSH;1
1.3.1.01.03.01.013;Tanah Lapangan Balap Mobil;SSH;1
1.3.1.01.03.01.014;Tanah Lapangan Balap Motor;SSH;1
1.3.1.01.03.01.015;Tanah Lapangan Renang;SSH;1
1.3.1.01.03.01.016;Tanah Lapangan Futsal;SSH;1
1.3.1.01.03.01.017;Tanah Lapangan Senam;SSH;1
1.3.1.01.03.01.018;Tanah Lapangan Bela Diri;SSH;1
1.3.1.01.03.01.019;Tanah Lapangan Polo Air;SSH;1
1.3.1.01.03.01.020;Tanah Lapangan Hokki;SSH;1
1.3.1.01.03.01.021;Tanah Lapangan Tembak;SSH;1
1.3.1.01.03.01.022;Tanah Lapangan Halang Rintang;SSH;1
1.3.1.01.03.01.023;Tanah Lapangan Tembak Senjata Berat;SSH;1
1.3.1.01.03.01.024;Tanah Lapangan Tembak Darat Ke Udara;SSH;1
1.3.1.01.03.01.025;Tanah Lapangan Olah Raga Lainnya;SSH;1
1.3.1.01.03.02.001;Tanah Lapangan Parkir Konstruksi Beton;SSH;1
1.3.1.01.03.02.002;Tanah Lapangan Parkir Konstruksi Aspal;SSH;1
1.3.1.01.03.02.003;Tanah Lapangan Parkir Sirtu (Pasir Batu);SSH;1
1.3.1.01.03.02.004;Tanah Lapangan Parkir Konblok;SSH;1
1.3.1.01.03.02.005;Tanah Lapangan Parkir Tanah Keras;SSH;1
1.3.1.01.03.02.006;Tanah Lapangan Apel/Upacara;SSH;1
1.3.1.01.03.02.007;Tanah Lapangan Parkir Lainnya;SSH;1
1.3.1.01.03.03.001;Tanah Lapangan Penimbunan Barang Belum Diolah;SSH;1
1.3.1.01.03.03.002;Tanah Lapangan Penimbunan Barang Jadi;SSH;1
1.3.1.01.03.03.003;Tanah Lapangan Penimbunan Pembuangan Sampah;SSH;1
1.3.1.01.03.03.004;Tanah Lapangan Penimbunan Bahan Bangunan;SSH;1
1.3.1.01.03.03.005;Tanah Lapangan Penimbunan Barang Bukti;SSH;1
1.3.1.01.03.03.006;Tanah Lapangan Penimbunan Barang Lainnya;SSH;1
1.3.1.01.03.03.007;Tanah Lapangan Penimbunan Barang Konstruksi Beton;SSH;1
1.3.1.01.03.03.008;Tanah Lapangan Penimbunan Barang Konstruksi Aspal;SSH;1
1.3.1.01.03.03.009;Tanah Lapangan Penimbunan Barang Konstruksi Tanah;SSH;1
1.3.1.01.03.03.010;Tanah Lapangan Penimbunan Barang Lainnya;SSH;1
1.3.1.01.03.04.001;Tanah Lapangan Pemancar Tv/Radio/Radar;SSH;1
1.3.1.01.03.04.002;Tanah Lapangan Studio Alam;SSH;1
1.3.1.01.03.04.003;Tanah Lapangan Pemancar Dan Studio Alam Lainnya;SSH;1
1.3.1.01.03.05.001;Tanah Lapangan Pengujian Kendaraan Bermotor;SSH;1
1.3.1.01.03.05.002;Tanah Lapangan Pengolahan Bahan Bangunan;SSH;1
1.3.1.01.03.05.003;Tanah Lapangan Pengujian/Pengolahan Lainnya;SSH;1
1.3.1.01.03.06.001;Tanah Lapangan Terbang Perintis;SSH;1
1.3.1.01.03.06.002;Tanah Lapangan Terbang Komersial;SSH;1
1.3.1.01.03.06.003;Tanah Lapangan Terbang Khusus/Militer;SSH;1
1.3.1.01.03.06.004;Tanah Lapangan Terbang Olah Raga;SSH;1
1.3.1.01.03.06.005;Tanah Lapangan Terbang Pendidikan;SSH;1
1.3.1.01.03.06.006;Tanah Lapangan Terbang Latihan Penerjunan;SSH;1
1.3.1.01.03.06.007;Tanah Lapangan Tembak Udara (Air Weapon Range/Awr);SSH;1
1.3.1.01.03.06.008;Tanah Lapangan Terbang Lainnya;SSH;1
1.3.1.01.03.07.001;Tanah Untuk Jalan Nasional;SSH;1
1.3.1.01.03.07.002;Tanah Untuk Jalan Propinsi;SSH;1
1.3.1.01.03.07.003;Tanah Untuk Jalan Kabupaten;SSH;1
1.3.1.01.03.07.004;Tanah Untuk Jalan Kotamadya;SSH;1
1.3.1.01.03.07.005;Tanah Untuk Jalan Desa;SSH;1
1.3.1.01.03.07.006;Tanah Untuk Jalan Tol;SSH;1
1.3.1.01.03.07.007;Tanah Untuk Jalan Kereta Api/Lori;SSH;1
1.3.1.01.03.07.008;Tanah Untuk Jalan Landasan Pacu Pesawat Terbang;SSH;1
1.3.1.01.03.07.009;Tanah Untuk Jalan Khusus/Komplek;SSH;1
1.3.1.01.03.07.010;Tanah Untuk Jembatan;SSH;1
1.3.1.01.03.07.011;Tanah Untuk Jalan Lainnya;SSH;1
1.3.1.01.03.08.001;Tanah Untuk Bangunan Air Irigasi;SSH;1
1.3.1.01.03.08.002;Tanah Untuk Bangunan Pengairan Pasang Surut;SSH;1
1.3.1.01.03.08.003;Tanah Untuk Bangunan Pengembangan Rawa Dan Polder;SSH;1
1.3.1.01.03.08.004;Tanah Untuk Bangunan Pengaman Sungai Dan Penanggulangan Bencana Alam;SSH;1
1.3.1.01.03.08.005;Tanah Untuk Bangunan Pengembangan Sumber Air Dan Air Tanah;SSH;1
1.3.1.01.03.08.006;Tanah Untuk Bangunan Air Bersih/Air Baku;SSH;1
1.3.1.01.03.08.007;Tanah Untuk Bangunan Air Kotor;SSH;1
1.3.1.01.03.08.008;Tanah Untuk Bangunan Hatchery;SSH;1
1.3.1.01.03.08.009;Tanah Untuk Bangunan Air Lainnya;SSH;1
1.3.1.01.03.09.001;Tanah Untuk Bangunan Instalasi Air Bersih/Air Baku;SSH;1
1.3.1.01.03.09.002;Tanah Untuk Bangunan Instalasi Air Kotor/Air Limbah;SSH;1
1.3.1.01.03.09.003;Tanah Untuk Bangunan Instalasi Pengolahan Sampah;SSH;1
1.3.1.01.03.09.004;Tanah Untuk Bangunan Instalasi Pengolahan Bahan Bangunan;SSH;1
1.3.1.01.03.09.005;Tanah Untuk Bangunan Instalasi Listrik;SSH;1
1.3.1.01.03.09.006;Tanah Untuk Bangunan Instalasi Gardu Listrik;SSH;1
1.3.1.01.03.09.007;Tanah Untuk Bangunan Instalasi Pengolahan Limbah;SSH;1
1.3.1.01.03.09.008;Tanah Untuk Bangunan Instalasi Pertahanan;SSH;1
1.3.1.01.03.09.009;Tanah Untuk Bangunan Instalasi Lainnya;SSH;1
1.3.1.01.03.10.001;Tanah Untuk Bangunan Jaringan Air Bersih/Air Baku;SSH;1
1.3.1.01.03.10.002;Tanah Untuk Bangunan Jaringan Komunikasi;SSH;1
1.3.1.01.03.10.003;Tanah Untuk Bangunan Jaringan Listrik;SSH;1
1.3.1.01.03.10.004;Tanah Untuk Bangunan Jaringan Gas/Bbm;SSH;1
1.3.1.01.03.10.005;Tanah Untuk Bangunan Jaringan Lainnya;SSH;1
1.3.1.01.03.11.001;Tanah Untuk Monumen;SSH;1
1.3.1.01.03.11.002;Tanah Untuk Tugu Peringatan;SSH;1
1.3.1.01.03.11.003;Tanah Untuk Tugu Batas Wilayah;SSH;1
1.3.1.01.03.11.004;Tanah Untuk Candi;SSH;1
1.3.1.01.03.11.005;Tanah Untuk Bangunan Museum;SSH;1
1.3.1.01.03.11.006;Tanah Untuk Bangunan Rumah Adat;SSH;1
1.3.1.01.03.11.007;Tanah Untuk Bangunan Bersejarah Lainnya;SSH;1
1.3.1.01.03.12.001;Tanah Untuk Makam Pahlawan;SSH;1
1.3.1.01.03.12.002;Tanah Untuk Makam Muslim;SSH;1
1.3.1.01.03.12.003;Tanah Untuk Makam Kristen;SSH;1
1.3.1.01.03.12.004;Tanah Untuk Makam Hindu/Budha/China;SSH;1
1.3.1.01.03.12.005;Tanah Untuk Makam Umum;SSH;1
1.3.1.01.03.12.006;Tanah Untuk Makam Bersejarah;SSH;1
1.3.1.01.03.12.007;Tanah Untuk Makam Lainnya;SSH;1
1.3.1.01.03.13.001;Tanah Lapangan Taman Peralatan Perambuan Pantai;SSH;1
1.3.1.01.03.13.002;Tanah Lapangan Taman Peralatan Meteo Dan Geofisika;SSH;1
1.3.1.01.03.13.003;Tanah Untuk Taman Lainnya;SSH;1
1.3.1.01.03.14.001;Tanah Untuk Latihan Tempur;SSH;1
1.3.1.01.03.14.002;Tanah Untuk Latihan Lainnya;SSH;1
1.3.1.01.03.15.001;Tanah Untuk Pertahanan Pantai;SSH;1
1.3.1.01.03.15.002;Tanah Untuk Benteng Pertahanan;SSH;1
1.3.1.01.03.15.003;Tanah Daerah Pertahanan Pos Pamtas;SSH;1
1.3.1.01.03.15.004;Tanah Daerah Pertahanan Lainnya;SSH;1
1.3.1.01.03.16.001;Tanah Lapangan Untuk Parade / Devile;SSH;1
1.3.1.01.03.16.002;Tanah Lapangan Pbb Lainnya;SSH;1
1.3.1.01.03.17.001;Tanah Kampung;SSH;1
1.3.1.01.03.17.002;Tanah Kampung Lainnya;SSH;1
1.3.1.01.03.18.001;Emplasment;SSH;1
1.3.1.01.03.18.002;Emplasment Lainnya;SSH;1
1.3.1.01.03.19.001;Lapangan Lainnya;SSH;1
1.3.2.01.01.01.001;Crawler Tractor + Attachment;SSH;1
1.3.2.01.01.01.002;Wheel Tractor + Attachment;SSH;1
1.3.2.01.01.01.003;Swamp Tractor + Attachment;SSH;1
1.3.2.01.01.01.004;Prime Mower;SSH;1
1.3.2.01.01.01.005;Aircraft Towing Tractor;SSH;1
1.3.2.01.01.01.006;Towing Bar;SSH;1
1.3.2.01.01.01.007;Bulldozer;SSH;1
1.3.2.01.01.01.008;Wheel Dozer;SSH;1
1.3.2.01.01.01.009;Tractor Lainnya;SSH;1
1.3.2.01.01.02.001;Grader + Attachment;SSH;1
1.3.2.01.01.02.002;Grader Towed Type;SSH;1
1.3.2.01.01.02.003;Buldozer;SSH;1
1.3.2.01.01.02.004;Draiglines;SSH;1
1.3.2.01.01.02.005;Sloveldozer;SSH;1
1.3.2.01.01.02.006;Grader Lainnya;SSH;1
1.3.2.01.01.03.001;Crawler Excavator + Attachment;SSH;1
1.3.2.01.01.03.002;Wheel Excavator + Attachment;SSH;1
1.3.2.01.01.03.003;Excavator Lainnya;SSH;1
1.3.2.01.01.04.001;Diesel Pile Driver;SSH;1
1.3.2.01.01.04.002;Pneumatic Pile Driver;SSH;1
1.3.2.01.01.04.003;Vibration Pile Driver;SSH;1
1.3.2.01.01.04.004;Pile Driver Lainnya;SSH;1
1.3.2.01.01.05.001;Self Propelled Scraper;SSH;1
1.3.2.01.01.05.002;Towed Scraper;SSH;1
1.3.2.01.01.05.003;Dump Truck;SSH;1
1.3.2.01.01.05.004;Dump Wagon;SSH;1
1.3.2.01.01.05.005;Lori;SSH;1
1.3.2.01.01.05.006;Hauler Lainnya;SSH;1
1.3.2.01.01.06.001;Asphalt Mixing Plant;SSH;1
1.3.2.01.01.06.002;Asphalt Finisher;SSH;1
1.3.2.01.01.06.003;Asphalt Distributor;SSH;1
1.3.2.01.01.06.004;Asphalt Heater;SSH;1
1.3.2.01.01.06.005;Asphalt Tanker;SSH;1
1.3.2.01.01.06.006;Asphalt Sprayer;SSH;1
1.3.2.01.01.06.007;Asbuton Dryer;SSH;1
1.3.2.01.01.06.008;Asphalt Recycle;SSH;1
1.3.2.01.01.06.009;Cold Milling Machine;SSH;1
1.3.2.01.01.06.010;Asphalt Mixer;SSH;1
1.3.2.01.01.06.011;Bitumen / Asphalt Test;SSH;1
1.3.2.01.01.06.012;Asphalt Equipment Lainnya;SSH;1
1.3.2.01.01.07.001;Macadan Roller/Three Wheel Roler;SSH;1
1.3.2.01.01.07.002;Tandam Roller;SSH;1
1.3.2.01.01.07.003;Mesh Roller;SSH;1
1.3.2.01.01.07.004;Vibration Roller;SSH;1
1.3.2.01.01.07.005;Tyre Roller;SSH;1
1.3.2.01.01.07.006;Soil Stabilizer;SSH;1
1.3.2.01.01.07.007;Sheepfoot/Tamping Roller;SSH;1
1.3.2.01.01.07.008;Stamper;SSH;1
1.3.2.01.01.07.009;Vibration Plate;SSH;1
1.3.2.01.01.07.010;Pemadat Sampah;SSH;1
1.3.2.01.01.07.011;Truck & Bush Tyre;SSH;1
1.3.2.01.01.07.012;Compacting Equipment Lainnya;SSH;1
1.3.2.01.01.08.001;Stone Crushing Plant;SSH;1
1.3.2.01.01.08.002;Screening Classifier;SSH;1
1.3.2.01.01.08.003;Stone Chuser;SSH;1
1.3.2.01.01.08.004;Aggregate Washer;SSH;1
1.3.2.01.01.08.005;Batching Plant;SSH;1
1.3.2.01.01.08.006;Concrete Finisher;SSH;1
1.3.2.01.01.08.007;Concrete Pump;SSH;1
1.3.2.01.01.08.008;Concrete Lift;SSH;1
1.3.2.01.01.08.009;Concrete Prestres;SSH;1
1.3.2.01.01.08.010;Concrete Cutter;SSH;1
1.3.2.01.01.08.011;Concrete Mixer;SSH;1
1.3.2.01.01.08.012;Concrete Vibrator;SSH;1
1.3.2.01.01.08.013;Concrete Breaker;SSH;1
1.3.2.01.01.08.014;Aggregate/Chip Spreader;SSH;1
1.3.2.01.01.08.015;Grauting Machine;SSH;1
1.3.2.01.01.08.016;Concrete Mould;SSH;1
1.3.2.01.01.08.017;Pipe Plant Equipment;SSH;1
1.3.2.01.01.08.018;Concrete Mixer Tandem;SSH;1
1.3.2.01.01.08.019;Onion Head Machine;SSH;1
1.3.2.01.01.08.020;Pan Mixer;SSH;1
1.3.2.01.01.08.021;Asbuton Mixer;SSH;1
1.3.2.01.01.08.022;Paddle Mixer;SSH;1
1.3.2.01.01.08.023;Asphalt Buton Crusher;SSH;1
1.3.2.01.01.08.024;Rock Drill;SSH;1
1.3.2.01.01.08.025;Aggregate And Concrete Equipment Lainnya;SSH;1
1.3.2.01.01.09.001;Track Loader + Attachment;SSH;1
1.3.2.01.01.09.002;Wheel Loader + Attachment;SSH;1
1.3.2.01.01.09.003;Main Deck Loader;SSH;1
1.3.2.01.01.09.004;Conveyor Belt Truck;SSH;1
1.3.2.01.01.09.005;High Lift Loader;SSH;1
1.3.2.01.01.09.006;Backhoe Loader;SSH;1
1.3.2.01.01.09.007;Loader Lainnya;SSH;1
1.3.2.01.01.10.001;Tower Crane;SSH;1
1.3.2.01.01.10.002;Truck Mounted Crane;SSH;1
1.3.2.01.01.10.003;Truck Crane;SSH;1
1.3.2.01.01.10.004;Wheel Crane;SSH;1
1.3.2.01.01.10.005;Forklift;SSH;1
1.3.2.01.01.10.006;Fortal Crane;SSH;1
1.3.2.01.01.10.007;Crawler Crane;SSH;1
1.3.2.01.01.10.008;Container Crane;SSH;1
1.3.2.01.01.10.009;Transtainer;SSH;1
1.3.2.01.01.10.010;Travelt Container Stacker;SSH;1
1.3.2.01.01.10.011;Top Loader;SSH;1
1.3.2.01.01.10.012;Rail Lifter;SSH;1
1.3.2.01.01.10.013;Track Motor Car;SSH;1
1.3.2.01.01.10.014;Salvage Pesawat Udara;SSH;1
1.3.2.01.01.10.015;Hand Palet Truck;SSH;1
